iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k
FIN,Finland,06/05/2020,5412,85,246,6,976.769,15.341,44.399,1.083,118736,3691,21.43,0.666,2774,0.501,samples tested,65.74,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,07/05/2020,5573,161,252,6,1005.826,29.058,45.481,1.083,122441,3705,22.098,0.669,2726,0.492,samples tested,65.74,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,08/05/2020,5673,100,255,3,1023.875,18.048,46.023,0.541,125606,3165,22.67,0.571,2714,0.49,samples tested,65.74,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,09/05/2020,5738,65,260,5,1035.606,11.731,46.925,0.902,128276,2670,23.152,0.482,2890,0.522,samples tested,65.74,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,10/05/2020,5880,142,265,5,1061.234,25.628,47.828,0.902,130087,1811,23.478,0.327,2919,0.527,samples tested,65.74,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,11/05/2020,5962,82,267,2,1076.034,14.8,48.189,0.361,132211,2124,23.862,0.383,2978,0.537,samples tested,65.74,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,12/05/2020,5984,22,271,4,1080.004,3.971,48.911,0.722,136067,3856,24.558,0.696,3003,0.542,samples tested,65.74,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,13/05/2020,6003,19,275,4,1083.434,3.429,49.633,0.722,139835,3768,25.238,0.68,3014,0.544,samples tested,65.74,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,14/05/2020,6054,51,284,9,1092.638,9.205,51.257,1.624,143374,3539,25.876,0.639,2990,0.54,samples tested,57.41,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,15/05/2020,6145,91,287,3,1109.062,16.424,51.798,0.541,147372,3998,26.598,0.722,3109,0.561,samples tested,60.19,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,16/05/2020,6228,83,293,6,1124.042,14.98,52.881,1.083,150472,3100,27.157,0.559,3171,0.572,samples tested,60.19,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,17/05/2020,6286,58,297,4,1134.51,10.468,53.603,0.722,152698,2226,27.559,0.402,3230,0.583,samples tested,60.19,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,18/05/2020,6347,61,298,1,1145.519,11.009,53.784,0.18,154870,2172,27.951,0.392,3237,0.584,samples tested,60.19,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,19/05/2020,6380,33,300,2,1151.475,5.956,54.145,0.361,159429,4559,28.774,0.823,3337,0.602,samples tested,60.19,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,20/05/2020,6399,19,301,1,1154.904,3.429,54.325,0.18,162719,3290,29.368,0.594,3269,0.59,samples tested,60.19,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,21/05/2020,6443,44,304,3,1162.846,7.941,54.867,0.541,165296,2577,29.833,0.465,3132,0.565,samples tested,60.19,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,22/05/2020,6493,50,306,2,1171.87,9.024,55.227,0.361,166593,1297,30.067,0.234,2746,0.496,samples tested,60.19,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,23/05/2020,6537,44,306,0,1179.811,7.941,55.227,0,168565,1972,30.423,0.356,2585,0.467,samples tested,60.19,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,24/05/2020,6568,31,306,0,1185.406,5.595,55.227,0,,,,,,,,,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
FIN,Finland,25/05/2020,6579,11,307,1,1187.391,1.985,55.408,0.18,,,,,,,,,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28
DNK,Denmark,24/03/2020,1460,65,24,11,252.063,11.222,4.144,1.899,,,,,955,0.165,people tested,72.22,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,25/03/2020,1591,131,32,8,274.68,22.617,5.525,1.381,14870,,2.567,,947,0.163,people tested,72.22,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,26/03/2020,1724,133,34,2,297.642,22.962,5.87,0.345,15981,1111,2.759,0.192,1019,0.176,people tested,72.22,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,27/03/2020,1877,153,41,7,324.056,26.415,7.078,1.209,17275,1294,2.982,0.223,803,0.139,people tested,72.22,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,28/03/2020,2046,169,52,11,353.233,29.177,8.978,1.899,18810,1535,3.247,0.265,923,0.159,people tested,72.22,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,29/03/2020,2201,155,65,13,379.994,26.76,11.222,2.244,20198,1388,3.487,0.24,1051,0.181,people tested,72.22,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,30/03/2020,2395,194,72,7,413.487,33.493,12.431,1.209,21378,1180,3.691,0.204,1089,0.188,people tested,72.22,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,01/04/2020,2860,283,90,13,493.767,48.859,15.538,2.244,26776,3013,4.623,0.52,1701,0.294,people tested,77.78,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,02/04/2020,3107,247,104,14,536.411,42.644,17.955,2.417,29921,3145,5.166,0.543,1991,0.344,people tested,77.78,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,03/04/2020,3386,279,123,19,584.579,48.168,21.235,3.28,34388,4467,5.937,0.771,2445,0.422,people tested,77.78,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,04/04/2020,3757,371,139,16,648.631,64.052,23.998,2.762,39928,5540,6.893,0.956,3017,0.521,people tested,77.78,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,05/04/2020,4077,320,161,22,703.877,55.247,27.796,3.798,43734,3806,7.55,0.657,3362,0.58,people tested,77.78,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,06/04/2020,4369,292,179,18,754.29,50.413,30.904,3.108,46916,3182,8.1,0.549,3648,0.63,people tested,77.78,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,07/04/2020,4681,312,187,8,808.155,53.866,32.285,1.381,51544,4628,8.899,0.799,3969,0.685,people tested,77.78,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,08/04/2020,5071,390,203,16,875.487,67.332,35.047,2.762,57535,5991,9.933,1.034,4394,0.759,people tested,77.78,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,09/04/2020,5402,331,218,15,932.633,57.146,37.637,2.59,62210,4675,10.74,0.807,4613,0.796,people tested,77.78,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,10/04/2020,5635,233,237,19,972.86,40.226,40.917,3.28,64731,2521,11.176,0.435,4335,0.748,people tested,77.78,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,11/04/2020,5819,184,247,10,1004.626,31.767,42.644,1.726,67771,3040,11.7,0.525,3978,0.687,people tested,77.78,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,12/04/2020,5996,177,260,13,1035.185,30.558,44.888,2.244,70125,2354,12.107,0.406,3770,0.651,people tested,77.78,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,13/04/2020,6174,178,273,13,1065.916,30.731,47.132,2.244,72099,1974,12.448,0.341,3598,0.621,people tested,77.78,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,14/04/2020,6318,144,285,12,1090.777,24.861,49.204,2.072,73919,1820,12.762,0.314,3196,0.552,people tested,77.78,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,15/04/2020,6511,193,299,14,1124.097,33.321,51.621,2.417,77712,3793,13.417,0.655,2882,0.498,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,16/04/2020,6681,170,309,10,1153.447,29.35,53.348,1.726,82380,4668,14.223,0.806,2881,0.497,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,17/04/2020,6879,198,321,12,1187.631,34.184,55.419,2.072,87024,4644,15.024,0.802,3185,0.55,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,18/04/2020,7073,194,336,15,1221.124,33.493,58.009,2.59,91437,4413,15.786,0.762,3381,0.584,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,19/04/2020,7242,169,346,10,1250.301,29.177,59.735,1.726,94277,2840,16.277,0.49,3450,0.596,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,20/04/2020,7384,142,355,9,1274.817,24.516,61.289,1.554,96244,1967,16.616,0.34,3449,0.595,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,21/04/2020,7515,131,364,9,1297.434,22.617,62.843,1.554,100543,4299,17.358,0.742,3803,0.657,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,22/04/2020,7695,180,370,6,1328.51,31.076,63.879,1.036,108465,7922,18.726,1.368,4393,0.758,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,23/04/2020,7912,217,384,14,1365.974,37.464,66.296,2.417,116621,8156,20.134,1.408,4892,0.845,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,24/04/2020,8073,161,394,10,1393.77,27.796,68.022,1.726,125329,8708,21.638,1.503,5472,0.945,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,25/04/2020,8210,137,403,9,1417.423,23.652,69.576,1.554,136738,11409,23.607,1.97,6472,1.117,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,26/04/2020,8445,235,418,15,1457.994,40.572,72.166,2.59,146915,10177,25.364,1.757,7520,1.298,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,27/04/2020,8575,130,422,4,1480.438,22.444,72.857,0.691,155810,8895,26.9,1.536,8509,1.469,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,28/04/2020,8698,123,427,5,1501.674,21.235,73.72,0.863,166846,11036,28.805,1.905,9472,1.635,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,29/04/2020,8851,153,434,7,1528.089,26.415,74.928,1.209,180062,13216,31.087,2.282,10228,1.766,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,30/04/2020,9008,157,443,9,1555.194,27.105,76.482,1.554,193165,13103,33.349,2.262,10935,1.888,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,01/05/2020,9158,150,452,9,1581.091,25.897,78.036,1.554,206576,13411,35.664,2.315,11607,2.004,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,02/05/2020,9311,153,462,10,1607.506,26.415,79.762,1.726,221912,15336,38.312,2.648,12168,2.101,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,03/05/2020,9407,96,473,11,1624.08,16.574,81.662,1.899,233799,11887,40.364,2.052,12412,2.143,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,04/05/2020,9523,116,481,8,1644.107,20.027,83.043,1.381,244791,10992,42.262,1.898,12712,2.195,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,05/05/2020,9670,147,490,9,1669.486,25.379,84.596,1.554,257738,12947,44.497,2.235,12985,2.242,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,06/05/2020,9821,151,497,7,1695.555,26.07,85.805,1.209,270680,12942,46.732,2.234,12945,2.235,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,07/05/2020,9983,162,500,3,1723.524,27.969,86.323,0.518,284480,13800,49.114,2.383,13045,2.252,people tested,74.07,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,08/05/2020,10083,100,506,6,1740.788,17.265,87.359,1.036,298488,14008,51.533,2.418,13130,2.267,people tested,71.3,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,09/05/2020,10218,135,512,6,1764.096,23.307,88.395,1.036,308984,10496,53.345,1.812,12439,2.148,people tested,71.3,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,10/05/2020,10319,101,516,4,1781.533,17.437,89.085,0.691,317834,8850,54.873,1.528,12005,2.073,people tested,71.3,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,11/05/2020,10429,110,519,3,1800.524,18.991,89.603,0.518,326560,8726,56.379,1.507,11681,2.017,people tested,71.3,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,12/05/2020,10513,84,524,5,1815.026,14.502,90.466,0.863,334260,7700,57.709,1.329,10932,1.887,people tested,71.3,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,13/05/2020,10591,78,528,4,1828.493,13.466,91.157,0.691,345712,11452,59.686,1.977,10719,1.851,people tested,71.3,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,14/05/2020,10667,76,534,6,1841.614,13.121,92.193,1.036,357986,12274,61.805,2.119,10501,1.813,people tested,71.3,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,15/05/2020,10713,46,538,4,1849.555,7.942,92.883,0.691,368889,10903,63.687,1.882,10057,1.736,people tested,71.3,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,16/05/2020,10791,78,538,0,1863.022,13.466,92.883,0,379482,10593,65.516,1.829,10071,1.739,people tested,71.3,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,17/05/2020,10858,67,543,5,1874.589,11.567,93.747,0.863,388703,9221,67.108,1.592,10124,1.748,people tested,71.3,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,18/05/2020,10927,69,547,4,1886.502,11.913,94.437,0.691,394394,5691,68.091,0.983,9691,1.673,people tested,65.74,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,19/05/2020,10968,41,548,1,1893.58,7.078,94.61,0.173,402194,7800,69.437,1.347,9705,1.676,people tested,65.74,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,20/05/2020,11044,76,551,3,1906.701,13.121,95.128,0.518,412051,9857,71.139,1.702,9477,1.636,people tested,65.74,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,21/05/2020,11117,73,554,3,1919.304,12.603,95.646,0.518,425101,13050,73.392,2.253,9588,1.655,people tested,65.74,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,22/05/2020,11182,65,561,7,1930.526,11.222,96.854,1.209,433971,8870,74.923,1.531,9297,1.605,people tested,,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,23/05/2020,11230,48,561,0,1938.813,8.287,96.854,0,442650,8679,76.422,1.498,9024,1.558,people tested,,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,24/05/2020,11289,59,561,0,1948.999,10.186,96.854,0,451450,8800,77.941,1.519,8964,1.548,people tested,,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
DNK,Denmark,25/05/2020,11360,71,562,1,1961.257,12.258,97.027,0.173,458305,6855,79.124,1.183,9130,1.576,people tested,,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5
